,age_group,sex,ethnicity,region,class
691,C02C,C04A,C12A,C13C,N
692,C02B,C04B,C12A,C13D,N
693,C02B,C04A,C12D,C13B,N
694,C02B,C04B,C12A,C13C,N
695,C02B,C04A,C12A,C13A,N
696,C02C,C04B,C12A,C13B,N
697,C02C,C04A,C12A,C13J,Y
698,C02B,C04A,C12A,C13B,N
699,C02B,C04A,C12A,C13B,N
700,C02C,C04A,C12A,C13B,N
701,C02B,C04B,C12A,C13D,N
702,C02B,C04A,C12A,C13H,N
703,C02B,C04B,C12A,C13J,N
704,C02D,C04B,C12B,C13B,N
705,C02A,C04A,C12B,C13H,N
706,C02C,C04A,C12A,C13A,Y
707,C02B,C04A,C12D,C13B,Y
708,C02B,C04B,C12A,C13J,Y
709,C02C,C04A,C12A,C13E,N
710,C02B,C04B,C12A,C13C,N
711,C02C,C04B,C12A,C13B,N
712,C02C,C04B,C12C,C13J,N
713,C02C,C04B,C12A,C13J,N
714,C02C,C04A,C12A,C13B,N
715,C02A,C04A,C12A,C13B,Y
716,C02B,C04B,C12A,C13B,N
717,C02A,C04A,C12A,C13F,N
718,C02B,C04B,C12A,C13G,Y
719,C02B,C04B,C12B,C13F,N
720,C02B,C04B,C12A,C13B,N
721,C02C,C04A,C12B,C13H,N
722,C02C,C04B,C12B,C13G,Y
723,C02B,C04A,C12A,C13B,N
724,C02A,C04A,C12B,C13D,Y
725,C02C,C04A,C12A,C13B,N
726,C02B,C04B,C12B,C13D,N
727,C02D,C04B,C12A,C13B,N
728,C02C,C04B,C12A,C13D,N
729,C02C,C04A,C12A,C13J,N
730,C02C,C04B,C12B,C13D,N
731,C02C,C04B,C12D,C13I,N
732,C02B,C04B,C12A,C13F,N
733,C02B,C04A,C12A,C13F,N
734,C02A,C04B,C12A,C13J,N
735,C02A,C04A,C12A,C13H,N
736,C02D,C04A,C12B,C13A,N
737,C02A,C04A,C12A,C13D,N
738,C02C,C04B,C12A,C13H,N
739,C02A,C04B,C12A,C13H,N
740,C02C,C04B,C12A,C13J,Y
741,C02B,C04B,C12A,C13K,N
742,C02C,C04B,C12A,C13J,N
743,C02B,C04A,C12A,C13J,N
744,C02B,C04A,C12A,C13B,Y
745,C02A,C04B,C12D,C13B,N
746,C02C,C04B,C12B,C13E,N
747,C02C,C04A,C12A,C13B,Y
748,C02C,C04B,C12A,C13F,N
749,C02B,C04A,C12A,C13B,N
750,C02A,C04B,C12D,C13K,Y
751,C02A,C04B,C12D,C13H,N
752,C02C,C04A,C12A,C13B,N
753,C02B,C04B,C12A,C13H,N
754,C02D,C04A,C12A,C13D,N
755,C02B,C04B,C12A,C13H,N
756,C02C,C04B,C12C,C13H,N
757,C02B,C04B,C12C,C13J,N
758,C02B,C04B,C12A,C13G,Y
759,C02D,C04B,C12A,C13I,Y
760,C02B,C04A,C12A,C13C,N
761,C02D,C04B,C12B,C13B,N
762,C02D,C04A,C12A,C13B,Y
763,C02B,C04B,C12A,C13K,N
764,C02D,C04A,C12A,C13B,N
765,C02B,C04B,C12B,C13D,N
766,C02C,C04A,C12B,C13J,N
767,C02C,C04B,C12A,C13G,N
768,C02C,C04A,C12A,C13B,N
769,C02D,C04A,C12A,C13H,N
770,C02C,C04B,C12A,C13L,N
771,C02B,C04A,C12A,C13K,N
772,C02C,C04B,C12D,C13C,Y
773,C02D,C04A,C12A,C13B,Y
774,C02B,C04A,C12C,C13B,N
775,C02B,C04B,C12B,C13B,Y
776,C02B,C04A,C12B,C13J,N
777,C02A,C04A,C12B,C13B,Y
778,C02C,C04B,C12B,C13G,N
779,C02A,C04A,C12B,C13H,N
780,C02B,C04A,C12A,C13B,N
781,C02C,C04A,C12A,C13K,N
782,C02C,C04A,C12D,C13H,N
783,C02B,C04A,C12D,C13B,N
784,C02B,C04B,C12A,C13B,N
785,C02D,C04A,C12A,C13D,N
786,C02A,C04B,C12A,C13B,N
787,C02B,C04A,C12B,C13K,N
788,C02B,C04A,C12A,C13B,N
789,C02D,C04B,C12A,C13B,N
790,C02B,C04A,C12D,C13I,N
791,C02A,C04A,C12A,C13B,N
792,C02D,C04A,C12B,C13A,N
793,C02B,C04B,C12A,C13B,N
794,C02C,C04B,C12A,C13B,N
795,C02A,C04B,C12A,C13H,N
796,C02D,C04A,C12B,C13J,N
797,C02C,C04B,C12A,C13B,N
798,C02D,C04A,C12A,C13H,N
799,C02A,C04A,C12B,C13B,N
800,C02B,C04B,C12B,C13H,N
801,C02B,C04A,C12A,C13C,N
802,C02C,C04B,C12A,C13B,N
803,C02C,C04A,C12A,C13L,Y
804,C02D,C04B,C12A,C13D,N
805,C02C,C04A,C12A,C13C,N
806,C02A,C04A,C12B,C13H,N
807,C02C,C04B,C12D,C13G,N
808,C02C,C04B,C12A,C13H,N
809,C02B,C04A,C12A,C13B,N
810,C02C,C04B,C12B,C13B,N
811,C02B,C04A,C12A,C13J,N
812,C02B,C04A,C12A,C13C,N
813,C02A,C04A,C12A,C13J,N
814,C02D,C04A,C12A,C13B,N
815,C02B,C04A,C12A,C13J,N
816,C02C,C04A,C12B,C13B,N
817,C02C,C04B,C12D,C13L,N
818,C02B,C04A,C12D,C13C,N
819,C02C,C04B,C12A,C13B,N
820,C02A,C04A,C12A,C13H,N
821,C02D,C04A,C12A,C13B,N
822,C02C,C04B,C12B,C13K,N
823,C02C,C04A,C12D,C13C,Y
824,C02C,C04B,C12A,C13B,N
825,C02B,C04B,C12C,C13B,N
826,C02B,C04B,C12A,C13D,Y
827,C02C,C04A,C12A,C13G,N
828,C02B,C04A,C12A,C13D,N
829,C02A,C04A,C12A,C13J,N
830,C02B,C04B,C12A,C13J,N
831,C02D,C04A,C12D,C13H,Y
832,C02D,C04B,C12D,C13D,N
833,C02A,C04A,C12B,C13B,Y
834,C02A,C04B,C12C,C13J,N
835,C02B,C04A,C12A,C13B,N
836,C02D,C04A,C12A,C13G,N
837,C02C,C04B,C12A,C13B,N
838,C02A,C04A,C12A,C13B,N
839,C02B,C04A,C12B,C13B,N
840,C02B,C04A,C12A,C13H,Y
841,C02A,C04B,C12A,C13H,Y
842,C02D,C04A,C12A,C13H,N
843,C02C,C04B,C12C,C13E,N
844,C02C,C04A,C12A,C13J,N
845,C02C,C04B,C12D,C13C,N
846,C02B,C04B,C12A,C13J,N
847,C02D,C04B,C12A,C13H,Y
848,C02C,C04B,C12B,C13K,Y
849,C02D,C04B,C12A,C13B,N
850,C02C,C04B,C12A,C13B,N
851,C02B,C04A,C12A,C13B,N
852,C02C,C04A,C12A,C13B,N
853,C02B,C04A,C12A,C13B,N
854,C02B,C04A,C12A,C13C,N
855,C02C,C04A,C12D,C13H,N
856,C02C,C04B,C12C,C13C,N
857,C02D,C04B,C12B,C13J,N
858,C02A,C04A,C12A,C13C,N
859,C02B,C04B,C12D,C13C,N
860,C02A,C04B,C12D,C13B,N
861,C02B,C04B,C12A,C13A,N
862,C02D,C04B,C12D,C13H,N
863,C02C,C04A,C12B,C13B,N
864,C02A,C04B,C12A,C13H,Y
865,C02B,C04A,C12B,C13B,N
866,C02A,C04B,C12A,C13D,N
867,C02B,C04B,C12B,C13D,N
868,C02A,C04B,C12A,C13J,N
869,C02D,C04A,C12A,C13D,N
870,C02C,C04B,C12D,C13H,N
871,C02A,C04A,C12D,C13J,N
872,C02C,C04B,C12A,C13D,Y
873,C02A,C04B,C12A,C13D,N
874,C02C,C04B,C12B,C13I,Y
875,C02B,C04A,C12A,C13B,N
876,C02A,C04B,C12B,C13B,N
877,C02C,C04A,C12A,C13H,N
878,C02C,C04B,C12A,C13I,N
879,C02B,C04A,C12A,C13C,N
880,C02C,C04A,C12A,C13B,N
881,C02D,C04A,C12A,C13I,N
882,C02C,C04B,C12A,C13C,N
883,C02B,C04B,C12A,C13E,Y
884,C02B,C04B,C12A,C13B,N
885,C02C,C04B,C12A,C13G,N
886,C02C,C04B,C12B,C13A,Y
887,C02A,C04B,C12A,C13D,N
888,C02A,C04A,C12A,C13F,N
889,C02C,C04B,C12A,C13B,N
890,C02C,C04B,C12A,C13C,Y
891,C02D,C04B,C12D,C13J,N
892,C02C,C04A,C12A,C13B,N
893,C02D,C04A,C12A,C13A,N
894,C02D,C04A,C12D,C13C,N
895,C02B,C04B,C12B,C13J,N
896,C02B,C04A,C12A,C13B,N
897,C02B,C04A,C12C,C13K,N
898,C02D,C04B,C12C,C13E,N
899,C02B,C04B,C12A,C13B,Y
900,C02B,C04B,C12A,C13C,N
901,C02A,C04B,C12A,C13J,N
902,C02B,C04A,C12A,C13K,Y
903,C02B,C04A,C12D,C13H,N
904,C02B,C04A,C12A,C13J,N
905,C02A,C04A,C12B,C13C,N
906,C02D,C04B,C12D,C13J,N
907,C02D,C04A,C12A,C13B,N
908,C02B,C04A,C12B,C13E,Y
909,C02D,C04A,C12A,C13F,N
910,C02A,C04A,C12A,C13C,N
911,C02A,C04A,C12D,C13F,Y
912,C02A,C04A,C12A,C13B,N
913,C02B,C04B,C12A,C13C,Y
914,C02B,C04B,C12D,C13B,Y
915,C02C,C04B,C12A,C13K,N
916,C02B,C04A,C12A,C13A,Y
917,C02B,C04B,C12A,C13B,N
918,C02B,C04B,C12A,C13J,N
919,C02A,C04B,C12A,C13J,N
920,C02D,C04A,C12A,C13J,N
921,C02A,C04A,C12A,C13J,N
922,C02B,C04B,C12A,C13F,N
923,C02D,C04A,C12B,C13D,Y
924,C02C,C04A,C12A,C13B,Y
925,C02C,C04B,C12A,C13J,N
926,C02A,C04A,C12D,C13B,N
927,C02B,C04B,C12A,C13B,Y
928,C02D,C04A,C12A,C13H,N
929,C02B,C04B,C12A,C13I,Y
930,C02A,C04A,C12A,C13D,N
931,C02B,C04B,C12A,C13H,N
932,C02A,C04B,C12A,C13B,N
933,C02C,C04A,C12A,C13J,Y
934,C02C,C04B,C12A,C13J,N
935,C02C,C04B,C12A,C13B,N
936,C02C,C04B,C12A,C13B,N
937,C02C,C04A,C12A,C13J,N
938,C02D,C04B,C12D,C13G,N
939,C02A,C04A,C12D,C13C,Y
940,C02D,C04A,C12A,C13B,N
941,C02A,C04A,C12A,C13B,N
942,C02C,C04B,C12A,C13K,N
943,C02D,C04A,C12D,C13B,N
944,C02D,C04A,C12D,C13K,N
945,C02B,C04A,C12A,C13B,Y
946,C02D,C04B,C12A,C13G,Y
947,C02B,C04B,C12A,C13J,N
948,C02C,C04A,C12A,C13K,N
949,C02B,C04A,C12A,C13J,N
950,C02B,C04A,C12B,C13J,N
951,C02C,C04A,C12B,C13E,N
952,C02C,C04B,C12A,C13B,Y
953,C02D,C04A,C12A,C13H,N
954,C02A,C04B,C12A,C13B,N
955,C02A,C04B,C12B,C13C,N
956,C02C,C04B,C12B,C13B,N
957,C02B,C04B,C12A,C13B,Y
958,C02C,C04B,C12A,C13K,N
959,C02A,C04B,C12A,C13H,N
960,C02D,C04A,C12A,C13B,N
961,C02C,C04B,C12B,C13C,Y
962,C02B,C04A,C12D,C13H,Y
963,C02D,C04B,C12A,C13B,N
964,C02D,C04B,C12C,C13J,N
965,C02C,C04A,C12C,C13H,N
966,C02D,C04A,C12A,C13A,Y
967,C02C,C04A,C12A,C13B,N
968,C02B,C04B,C12A,C13B,N
969,C02B,C04B,C12A,C13B,N
970,C02A,C04B,C12D,C13G,N
971,C02B,C04B,C12D,C13B,N
972,C02B,C04A,C12A,C13L,Y
973,C02B,C04A,C12A,C13B,Y
974,C02D,C04A,C12A,C13D,N
975,C02C,C04B,C12D,C13B,N
976,C02B,C04B,C12A,C13H,N
977,C02A,C04B,C12A,C13C,N
978,C02A,C04B,C12B,C13B,N
979,C02C,C04A,C12B,C13F,N
980,C02A,C04A,C12C,C13B,N
981,C02B,C04B,C12D,C13G,Y
982,C02C,C04B,C12B,C13L,N
983,C02B,C04B,C12A,C13D,N
984,C02D,C04B,C12A,C13B,N
985,C02B,C04B,C12A,C13J,N
986,C02C,C04A,C12A,C13F,N
987,C02C,C04B,C12C,C13B,N
988,C02B,C04B,C12C,C13J,N
989,C02A,C04A,C12A,C13B,N
990,C02C,C04B,C12A,C13E,N
991,C02B,C04B,C12C,C13F,Y
992,C02C,C04A,C12A,C13B,N
993,C02B,C04A,C12C,C13J,N
994,C02A,C04A,C12A,C13L,N
995,C02B,C04A,C12A,C13B,N
996,C02B,C04B,C12C,C13B,Y
997,C02D,C04A,C12A,C13E,N
998,C02C,C04B,C12B,C13G,N
999,C02C,C04B,C12C,C13B,Y
1000,C02C,C04B,C12B,C13J,Y
1001,C02A,C04B,C12A,C13I,N
1002,C02B,C04A,C12D,C13G,N
1003,C02B,C04A,C12A,C13L,N
1004,C02B,C04B,C12C,C13K,N
1005,C02C,C04B,C12A,C13C,Y
1006,C02A,C04B,C12A,C13A,N
1007,C02D,C04A,C12A,C13B,N
1008,C02C,C04B,C12A,C13D,N
1009,C02C,C04A,C12A,C13I,N
1010,C02C,C04A,C12C,C13H,N
1011,C02C,C04B,C12A,C13D,N
1012,C02D,C04A,C12A,C13B,N
1013,C02D,C04B,C12A,C13B,N
1014,C02B,C04B,C12C,C13B,Y
1015,C02C,C04B,C12C,C13H,N
1016,C02C,C04B,C12D,C13C,N
1017,C02B,C04B,C12A,C13E,N
1018,C02C,C04B,C12B,C13E,Y
1019,C02D,C04A,C12D,C13D,Y
1020,C02B,C04B,C12A,C13E,N
1021,C02D,C04B,C12A,C13A,N
1022,C02A,C04A,C12A,C13C,N
1023,C02B,C04A,C12A,C13E,N
1024,C02B,C04A,C12A,C13H,Y
1025,C02A,C04A,C12A,C13B,N
1026,C02D,C04A,C12A,C13D,N
1027,C02D,C04B,C12A,C13J,N
1028,C02C,C04A,C12A,C13A,Y
1029,C02D,C04A,C12A,C13C,N
1030,C02D,C04B,C12A,C13B,N
1031,C02B,C04A,C12B,C13D,Y
1032,C02B,C04A,C12A,C13I,N
1033,C02A,C04B,C12A,C13B,N
1034,C02D,C04B,C12D,C13K,N
1035,C02C,C04B,C12A,C13B,Y
1036,C02B,C04A,C12A,C13K,N
1037,C02A,C04B,C12A,C13B,N
1038,C02A,C04A,C12A,C13B,N
1039,C02A,C04A,C12A,C13E,N
1040,C02D,C04A,C12A,C13B,N
1041,C02B,C04A,C12A,C13C,N
1042,C02A,C04A,C12A,C13J,N
1043,C02A,C04B,C12A,C13J,N
1044,C02C,C04A,C12A,C13H,N
1045,C02B,C04B,C12B,C13G,N
1046,C02B,C04B,C12A,C13B,N
1047,C02B,C04B,C12A,C13B,N
1048,C02C,C04A,C12C,C13H,Y
1049,C02C,C04A,C12A,C13J,N
1050,C02B,C04B,C12D,C13J,N
1051,C02B,C04B,C12A,C13B,N
1052,C02C,C04A,C12A,C13L,N
1053,C02D,C04A,C12A,C13B,N
1054,C02A,C04A,C12A,C13B,N
1055,C02C,C04B,C12A,C13B,N
1056,C02B,C04B,C12A,C13B,N
1057,C02B,C04A,C12A,C13L,N
1058,C02C,C04A,C12A,C13D,N
1059,C02D,C04A,C12A,C13I,N
1060,C02B,C04A,C12A,C13B,N
1061,C02B,C04A,C12C,C13C,N
1062,C02C,C04B,C12A,C13K,N
1063,C02A,C04A,C12A,C13C,Y
1064,C02A,C04A,C12D,C13C,N
1065,C02D,C04B,C12A,C13D,N
1066,C02B,C04A,C12D,C13J,N
1067,C02A,C04B,C12B,C13K,N
1068,C02D,C04B,C12A,C13B,N
1069,C02A,C04A,C12A,C13H,N
1070,C02C,C04B,C12A,C13C,N
1071,C02C,C04B,C12A,C13J,N
1072,C02C,C04A,C12C,C13H,N
1073,C02D,C04B,C12A,C13K,N
1074,C02B,C04A,C12A,C13H,N
1075,C02B,C04A,C12A,C13B,N
1076,C02A,C04B,C12A,C13E,N
1077,C02D,C04B,C12A,C13J,Y
1078,C02C,C04B,C12A,C13B,N
1079,C02C,C04A,C12D,C13C,N
1080,C02C,C04B,C12B,C13H,Y
1081,C02A,C04B,C12B,C13H,N
1082,C02D,C04B,C12A,C13K,N
1083,C02C,C04A,C12A,C13B,N
1084,C02A,C04A,C12D,C13B,Y
1085,C02C,C04A,C12A,C13B,N
1086,C02B,C04A,C12B,C13B,N
1087,C02C,C04B,C12C,C13C,N
1088,C02B,C04A,C12A,C13C,N
1089,C02A,C04A,C12A,C13A,N
1090,C02D,C04A,C12B,C13B,N
1091,C02A,C04A,C12A,C13J,N
1092,C02A,C04A,C12A,C13B,N
1093,C02D,C04B,C12A,C13B,N
1094,C02A,C04A,C12D,C13D,N
1095,C02B,C04B,C12A,C13B,N
1096,C02D,C04A,C12A,C13B,N
1097,C02B,C04B,C12A,C13B,Y
1098,C02C,C04A,C12A,C13B,N
1099,C02B,C04A,C12C,C13B,Y
1100,C02B,C04B,C12A,C13E,Y
1101,C02C,C04B,C12A,C13C,N
1102,C02B,C04A,C12D,C13B,N
1103,C02B,C04B,C12A,C13J,N
1104,C02C,C04B,C12A,C13G,N
1105,C02A,C04B,C12D,C13G,N
1106,C02B,C04B,C12A,C13B,N
1107,C02D,C04B,C12A,C13C,N
1108,C02C,C04B,C12A,C13B,N
1109,C02C,C04A,C12A,C13D,N
1110,C02C,C04A,C12A,C13H,N
1111,C02C,C04A,C12A,C13G,N
1112,C02B,C04A,C12A,C13J,N
1113,C02B,C04B,C12D,C13D,N
1114,C02C,C04A,C12D,C13B,N
1115,C02D,C04A,C12A,C13B,N
1116,C02C,C04A,C12A,C13F,N
1117,C02C,C04B,C12B,C13J,Y
1118,C02D,C04B,C12A,C13J,N
1119,C02D,C04B,C12A,C13H,N
1120,C02D,C04B,C12A,C13C,N
1121,C02D,C04B,C12A,C13D,N
1122,C02B,C04B,C12A,C13J,Y
1123,C02B,C04A,C12A,C13K,Y
1124,C02C,C04A,C12A,C13E,N
1125,C02B,C04A,C12A,C13A,Y
1126,C02B,C04A,C12A,C13J,N
1127,C02C,C04A,C12A,C13E,N
1128,C02C,C04A,C12A,C13B,N
1129,C02D,C04A,C12A,C13B,Y
1130,C02B,C04A,C12A,C13B,N
1131,C02D,C04B,C12D,C13H,N
1132,C02C,C04A,C12A,C13H,N
1133,C02D,C04A,C12A,C13C,N
1134,C02B,C04B,C12A,C13C,N
1135,C02D,C04A,C12B,C13J,N
1136,C02D,C04A,C12B,C13B,N
1137,C02B,C04B,C12A,C13H,N
1138,C02D,C04B,C12A,C13B,N
1139,C02D,C04B,C12A,C13J,N
1140,C02C,C04B,C12A,C13G,N
1141,C02B,C04B,C12A,C13B,N
1142,C02C,C04B,C12B,C13H,N
1143,C02A,C04B,C12B,C13I,N
1144,C02B,C04B,C12B,C13C,N
1145,C02A,C04A,C12A,C13B,N
1146,C02C,C04A,C12A,C13G,N
1147,C02A,C04A,C12B,C13B,N
1148,C02D,C04B,C12B,C13B,N
1149,C02B,C04B,C12D,C13B,Y
1150,C02B,C04B,C12A,C13I,N
1151,C02B,C04A,C12A,C13I,N
1152,C02B,C04A,C12A,C13B,Y
1153,C02B,C04B,C12A,C13H,N
1154,C02A,C04B,C12B,C13B,N
1155,C02D,C04B,C12A,C13B,N
1156,C02B,C04B,C12A,C13H,N
1157,C02A,C04B,C12A,C13E,N
1158,C02B,C04A,C12A,C13B,Y
1159,C02C,C04A,C12B,C13B,N
1160,C02C,C04A,C12A,C13B,N
1161,C02B,C04A,C12B,C13J,N
1162,C02C,C04B,C12D,C13C,N
1163,C02B,C04A,C12B,C13B,N
1164,C02C,C04B,C12A,C13E,N
1165,C02C,C04B,C12B,C13E,N
1166,C02B,C04A,C12B,C13C,Y
1167,C02A,C04B,C12A,C13D,N
1168,C02D,C04A,C12A,C13B,N
1169,C02D,C04B,C12A,C13B,N
1170,C02D,C04B,C12A,C13B,N
1171,C02C,C04B,C12A,C13G,N
1172,C02B,C04A,C12B,C13H,N
1173,C02A,C04A,C12C,C13H,Y
1174,C02B,C04B,C12A,C13H,N
1175,C02D,C04A,C12D,C13B,N
1176,C02C,C04B,C12A,C13B,N
1177,C02B,C04B,C12D,C13C,N
1178,C02D,C04B,C12A,C13I,Y
1179,C02D,C04A,C12A,C13B,N
1180,C02C,C04B,C12A,C13J,Y
1181,C02C,C04B,C12A,C13E,N
1182,C02D,C04B,C12A,C13I,N
1183,C02C,C04B,C12A,C13H,N
1184,C02B,C04B,C12A,C13F,N
1185,C02B,C04B,C12D,C13B,N
1186,C02A,C04B,C12A,C13C,N
1187,C02B,C04A,C12B,C13B,N
1188,C02C,C04A,C12A,C13J,N
1189,C02D,C04B,C12A,C13B,N
1190,C02B,C04B,C12A,C13C,N
1191,C02C,C04B,C12A,C13J,Y
1192,C02B,C04B,C12A,C13J,N
1193,C02B,C04B,C12A,C13C,N
1194,C02A,C04A,C12B,C13F,N
1195,C02D,C04B,C12A,C13G,N
1196,C02C,C04B,C12A,C13F,N
1197,C02D,C04B,C12A,C13C,N
1198,C02D,C04B,C12A,C13G,N
1199,C02C,C04B,C12A,C13B,Y
1200,C02C,C04A,C12A,C13B,N
1201,C02C,C04B,C12A,C13B,N
1202,C02C,C04A,C12A,C13K,N
1203,C02C,C04A,C12A,C13B,N
1204,C02D,C04B,C12B,C13C,N
1205,C02A,C04A,C12B,C13B,Y
1206,C02A,C04B,C12A,C13C,N
1207,C02D,C04A,C12A,C13G,N
1208,C02B,C04B,C12D,C13B,N
1209,C02C,C04A,C12C,C13K,N
1210,C02B,C04A,C12A,C13G,N
1211,C02B,C04B,C12A,C13K,N
1212,C02D,C04A,C12C,C13G,N
1213,C02A,C04A,C12A,C13B,N
1214,C02C,C04B,C12A,C13B,N
1215,C02A,C04B,C12A,C13J,N
1216,C02D,C04A,C12B,C13A,Y
1217,C02A,C04A,C12C,C13F,Y
1218,C02B,C04A,C12A,C13B,N
1219,C02A,C04B,C12B,C13H,N
1220,C02C,C04B,C12A,C13G,Y
1221,C02D,C04B,C12A,C13J,N
1222,C02B,C04B,C12A,C13D,N
1223,C02A,C04A,C12A,C13B,N
1224,C02C,C04B,C12A,C13B,N
1225,C02C,C04A,C12A,C13B,N
1226,C02D,C04B,C12B,C13E,N
1227,C02C,C04B,C12A,C13K,N
1228,C02A,C04B,C12A,C13J,N
1229,C02B,C04A,C12D,C13K,N
1230,C02A,C04A,C12B,C13H,N
1231,C02C,C04B,C12A,C13C,N
1232,C02A,C04B,C12B,C13E,Y
1233,C02B,C04B,C12A,C13H,N
1234,C02A,C04A,C12A,C13B,N
1235,C02B,C04B,C12A,C13B,N
1236,C02B,C04A,C12C,C13A,N
1237,C02C,C04B,C12D,C13I,N
1238,C02B,C04B,C12D,C13B,N
1239,C02B,C04A,C12A,C13B,N
1240,C02C,C04B,C12A,C13L,N
1241,C02B,C04A,C12A,C13I,N
1242,C02B,C04B,C12A,C13H,N
1243,C02C,C04A,C12A,C13K,N
1244,C02A,C04B,C12A,C13K,N
1245,C02C,C04A,C12B,C13B,Y
1246,C02C,C04B,C12C,C13B,N
1247,C02C,C04A,C12A,C13G,N
1248,C02A,C04A,C12A,C13I,N
1249,C02B,C04B,C12B,C13J,N
1250,C02B,C04A,C12D,C13D,N
1251,C02A,C04A,C12D,C13L,N
1252,C02A,C04B,C12A,C13L,Y
1253,C02C,C04A,C12A,C13B,N
1254,C02B,C04A,C12D,C13B,N
1255,C02C,C04A,C12B,C13B,N
1256,C02B,C04A,C12A,C13H,N
1257,C02A,C04B,C12A,C13F,N
1258,C02B,C04A,C12A,C13B,N
1259,C02C,C04B,C12A,C13L,N
1260,C02D,C04A,C12A,C13C,N
1261,C02C,C04A,C12B,C13B,N
1262,C02C,C04B,C12D,C13C,Y
1263,C02C,C04B,C12A,C13B,N
1264,C02C,C04A,C12C,C13H,Y
1265,C02D,C04B,C12A,C13I,N
1266,C02C,C04A,C12A,C13C,Y
1267,C02B,C04A,C12A,C13J,N
1268,C02C,C04B,C12A,C13E,Y
1269,C02A,C04B,C12A,C13J,N
1270,C02C,C04A,C12A,C13B,N
1271,C02D,C04B,C12A,C13E,N
1272,C02A,C04A,C12A,C13D,N
1273,C02C,C04A,C12D,C13C,N
1274,C02B,C04A,C12B,C13C,N
1275,C02C,C04A,C12A,C13J,N
1276,C02C,C04B,C12A,C13J,N
1277,C02A,C04B,C12A,C13L,N
1278,C02A,C04A,C12A,C13E,N
1279,C02D,C04B,C12A,C13C,N
1280,C02C,C04A,C12A,C13B,N
1281,C02C,C04B,C12C,C13G,N
1282,C02C,C04B,C12D,C13J,N
1283,C02B,C04A,C12D,C13B,N
1284,C02B,C04A,C12A,C13B,N
1285,C02C,C04A,C12A,C13B,Y
1286,C02B,C04B,C12A,C13B,N
1287,C02C,C04B,C12A,C13I,N
1288,C02D,C04A,C12A,C13B,N
1289,C02C,C04B,C12D,C13I,N
1290,C02D,C04B,C12A,C13I,N
1291,C02C,C04A,C12C,C13D,N
1292,C02B,C04B,C12A,C13C,N
1293,C02D,C04A,C12A,C13J,N
1294,C02A,C04B,C12D,C13B,N
1295,C02A,C04B,C12A,C13B,Y
1296,C02D,C04A,C12A,C13H,Y
1297,C02B,C04B,C12A,C13H,N
1298,C02C,C04A,C12A,C13J,Y
1299,C02B,C04A,C12A,C13E,N
1300,C02A,C04B,C12B,C13B,N
1301,C02B,C04A,C12A,C13E,N
1302,C02C,C04B,C12A,C13K,N
1303,C02B,C04A,C12B,C13B,N
1304,C02C,C04B,C12A,C13J,N
1305,C02D,C04B,C12A,C13C,N
1306,C02A,C04A,C12C,C13H,Y
1307,C02C,C04A,C12D,C13B,Y
1308,C02D,C04A,C12A,C13B,N
1309,C02C,C04A,C12B,C13H,N
1310,C02B,C04B,C12D,C13K,N
1311,C02D,C04A,C12A,C13K,N
1312,C02C,C04B,C12A,C13H,N
1313,C02D,C04A,C12A,C13I,N
1314,C02D,C04B,C12D,C13G,N
1315,C02B,C04B,C12A,C13C,N
1316,C02A,C04B,C12A,C13B,N
1317,C02C,C04B,C12B,C13J,Y
1318,C02B,C04B,C12A,C13B,N
1319,C02D,C04B,C12A,C13J,N
1320,C02C,C04B,C12A,C13A,N
1321,C02B,C04A,C12A,C13B,Y
1322,C02C,C04A,C12A,C13D,N
1323,C02B,C04B,C12D,C13C,N
1324,C02B,C04B,C12A,C13H,N
1325,C02B,C04B,C12A,C13I,N
1326,C02D,C04B,C12A,C13C,N
1327,C02B,C04B,C12A,C13B,N
1328,C02B,C04B,C12A,C13H,Y
1329,C02A,C04A,C12A,C13H,N
1330,C02C,C04B,C12A,C13D,N
1331,C02B,C04A,C12A,C13J,N
1332,C02D,C04B,C12A,C13H,N
1333,C02A,C04B,C12A,C13B,N
1334,C02C,C04A,C12A,C13D,N
1335,C02A,C04B,C12A,C13B,N
1336,C02B,C04B,C12D,C13B,N
1337,C02B,C04A,C12B,C13G,Y
1338,C02B,C04A,C12A,C13B,N
1339,C02D,C04A,C12B,C13K,N
1340,C02C,C04A,C12A,C13B,N
1341,C02B,C04A,C12A,C13C,N
1342,C02C,C04A,C12A,C13B,Y
1343,C02A,C04B,C12B,C13G,N
1344,C02B,C04A,C12A,C13J,Y
1345,C02D,C04B,C12A,C13D,N
1346,C02B,C04B,C12A,C13B,N
1347,C02B,C04B,C12A,C13B,N
1348,C02D,C04A,C12D,C13C,N
1349,C02B,C04B,C12A,C13G,N
1350,C02D,C04B,C12A,C13B,N
1351,C02B,C04B,C12A,C13J,N
1352,C02C,C04B,C12B,C13B,N
1353,C02B,C04B,C12B,C13A,N
1354,C02B,C04A,C12A,C13H,N
1355,C02B,C04B,C12A,C13I,N
1356,C02B,C04B,C12A,C13H,N
1357,C02B,C04B,C12A,C13E,N
1358,C02B,C04A,C12A,C13G,N
1359,C02D,C04B,C12C,C13B,N
1360,C02C,C04B,C12D,C13J,N
1361,C02C,C04A,C12A,C13B,N
1362,C02A,C04B,C12A,C13C,N
1363,C02D,C04B,C12A,C13C,N
1364,C02A,C04A,C12A,C13C,N
1365,C02D,C04B,C12A,C13D,N
