,age_group,sex,class
1136,C02C,C04A,N
1137,C02A,C04B,N
1138,C02C,C04A,N
1139,C02C,C04A,N
1140,C02C,C04A,N
1141,C02C,C04B,N
1142,C02C,C04A,N
1143,C02B,C04B,Y
1144,C02C,C04B,N
1145,C02C,C04B,N
1146,C02A,C04B,N
1147,C02D,C04A,N
1148,C02B,C04A,N
1149,C02B,C04A,N
1150,C02C,C04A,N
1151,C02D,C04A,N
1152,C02C,C04B,N
1153,C02B,C04A,N
1154,C02C,C04B,N
1155,C02D,C04B,N
1156,C02C,C04A,N
1157,C02D,C04A,N
1158,C02D,C04A,N
1159,C02A,C04B,N
1160,C02C,C04B,N
1161,C02A,C04B,N
1162,C02C,C04A,N
1163,C02B,C04B,N
1164,C02A,C04A,N
1165,C02A,C04A,Y
1166,C02D,C04A,N
1167,C02C,C04B,N
1168,C02D,C04B,Y
1169,C02D,C04A,N
1170,C02C,C04A,N
1171,C02C,C04A,N
1172,C02A,C04B,N
1173,C02A,C04A,N
1174,C02C,C04A,N
1175,C02B,C04B,N
1176,C02D,C04B,N
1177,C02B,C04B,Y
1178,C02A,C04B,N
1179,C02C,C04A,N
1180,C02A,C04A,Y
1181,C02C,C04A,Y
1182,C02B,C04A,N
1183,C02B,C04A,N
1184,C02D,C04B,N
1185,C02B,C04B,N
1186,C02B,C04A,N
1187,C02C,C04A,N
1188,C02A,C04A,N
1189,C02D,C04B,N
1190,C02A,C04A,N
1191,C02B,C04B,N
1192,C02D,C04B,N
1193,C02B,C04A,N
1194,C02B,C04B,N
1195,C02C,C04A,Y
1196,C02B,C04B,N
1197,C02C,C04B,N
1198,C02B,C04A,N
1199,C02B,C04B,N
1200,C02B,C04B,N
1201,C02C,C04A,N
1202,C02B,C04A,N
1203,C02C,C04B,N
1204,C02C,C04A,N
1205,C02A,C04B,N
1206,C02C,C04B,N
1207,C02C,C04B,N
1208,C02D,C04B,N
1209,C02A,C04A,N
1210,C02B,C04A,N
1211,C02A,C04B,N
1212,C02C,C04A,N
1213,C02C,C04A,N
1214,C02A,C04A,N
1215,C02A,C04A,N
1216,C02B,C04B,Y
1217,C02D,C04A,N
1218,C02C,C04B,N
1219,C02B,C04A,Y
1220,C02C,C04B,N
1221,C02B,C04B,N
1222,C02A,C04B,N
1223,C02C,C04B,N
1224,C02C,C04B,N
1225,C02C,C04A,N
1226,C02D,C04A,N
1227,C02B,C04B,N
1228,C02A,C04A,Y
1229,C02D,C04B,N
1230,C02C,C04A,N
1231,C02C,C04A,N
1232,C02B,C04B,N
1233,C02A,C04B,N
1234,C02C,C04B,N
1235,C02B,C04B,N
1236,C02B,C04A,N
1237,C02A,C04A,N
1238,C02C,C04A,N
1239,C02C,C04B,N
1240,C02B,C04A,N
1241,C02C,C04A,N
1242,C02D,C04B,N
1243,C02A,C04A,N
1244,C02B,C04A,N
1245,C02C,C04A,Y
1246,C02B,C04B,N
1247,C02D,C04B,N
1248,C02B,C04A,N
1249,C02B,C04B,N
1250,C02A,C04A,N
1251,C02C,C04B,N
1252,C02B,C04A,N
1253,C02C,C04B,N
1254,C02B,C04A,N
1255,C02C,C04B,N
1256,C02A,C04B,N
1257,C02A,C04A,N
1258,C02B,C04B,N
1259,C02D,C04B,N
1260,C02C,C04A,N
1261,C02D,C04A,N
1262,C02D,C04B,N
1263,C02C,C04A,Y
1264,C02C,C04A,N
1265,C02C,C04A,N
1266,C02A,C04B,N
1267,C02A,C04B,N
1268,C02D,C04A,Y
1269,C02B,C04B,N
1270,C02B,C04A,N
1271,C02C,C04B,Y
1272,C02D,C04A,Y
1273,C02B,C04B,N
1274,C02C,C04A,Y
1275,C02B,C04A,N
1276,C02C,C04A,N
1277,C02C,C04A,N
1278,C02B,C04A,N
1279,C02C,C04B,N
1280,C02A,C04A,N
1281,C02B,C04A,N
1282,C02B,C04B,N
1283,C02C,C04B,N
1284,C02B,C04B,N
1285,C02D,C04A,Y
1286,C02C,C04A,N
1287,C02B,C04B,N
1288,C02D,C04A,N
1289,C02D,C04A,N
1290,C02A,C04B,N
1291,C02C,C04A,N
1292,C02C,C04A,N
1293,C02C,C04A,N
1294,C02B,C04A,N
1295,C02B,C04A,N
1296,C02A,C04B,N
1297,C02B,C04B,N
1298,C02A,C04B,N
1299,C02B,C04A,N
1300,C02D,C04B,N
1301,C02C,C04A,N
1302,C02C,C04A,Y
1303,C02B,C04A,N
1304,C02B,C04B,Y
1305,C02A,C04A,N
1306,C02C,C04A,Y
1307,C02D,C04A,N
1308,C02A,C04A,N
1309,C02C,C04B,N
1310,C02C,C04A,N
1311,C02B,C04B,N
1312,C02A,C04A,Y
1313,C02B,C04B,N
1314,C02B,C04B,N
1315,C02C,C04B,N
1316,C02C,C04A,N
1317,C02C,C04A,N
1318,C02B,C04A,N
1319,C02D,C04A,N
1320,C02C,C04B,N
1321,C02D,C04B,N
1322,C02B,C04B,N
1323,C02D,C04B,N
1324,C02C,C04B,Y
1325,C02B,C04B,N
1326,C02B,C04B,N
1327,C02B,C04A,Y
1328,C02B,C04B,N
1329,C02C,C04B,N
1330,C02C,C04B,N
1331,C02A,C04B,N
1332,C02B,C04A,N
1333,C02C,C04B,N
1334,C02C,C04B,N
1335,C02C,C04A,N
1336,C02B,C04A,N
1337,C02B,C04B,N
1338,C02C,C04A,Y
1339,C02A,C04B,N
1340,C02A,C04A,N
1341,C02C,C04B,N
1342,C02B,C04B,N
1343,C02D,C04A,N
1344,C02C,C04B,N
1345,C02B,C04A,N
1346,C02B,C04B,N
1347,C02D,C04B,N
1348,C02A,C04A,N
1349,C02D,C04A,N
1350,C02C,C04A,N
1351,C02B,C04B,N
1352,C02A,C04A,Y
1353,C02B,C04B,N
1354,C02D,C04B,N
1355,C02A,C04B,N
1356,C02A,C04B,N
1357,C02B,C04B,N
1358,C02B,C04B,N
1359,C02A,C04A,N
1360,C02B,C04A,N
1361,C02A,C04A,Y
1362,C02C,C04B,Y
1363,C02B,C04B,N
1364,C02B,C04B,N
1365,C02D,C04B,N
1366,C02D,C04A,N
1367,C02A,C04A,N
1368,C02C,C04A,N
1369,C02C,C04A,N
1370,C02B,C04B,N
1371,C02D,C04B,Y
1372,C02D,C04A,Y
1373,C02A,C04A,N
1374,C02A,C04B,N
1375,C02A,C04A,Y
1376,C02B,C04A,N
1377,C02C,C04A,N
1378,C02B,C04B,N
1379,C02D,C04B,N
1380,C02B,C04A,N
1381,C02B,C04B,N
1382,C02B,C04B,N
1383,C02C,C04B,N
1384,C02D,C04B,Y
1385,C02C,C04B,Y
1386,C02D,C04A,N
1387,C02A,C04A,N
1388,C02C,C04B,N
1389,C02B,C04B,N
1390,C02A,C04B,N
1391,C02B,C04B,Y
1392,C02B,C04B,N
1393,C02A,C04A,N
1394,C02B,C04A,N
1395,C02B,C04B,N
1396,C02C,C04B,N
1397,C02A,C04B,N
1398,C02C,C04A,N
1399,C02C,C04B,N
1400,C02C,C04B,N
1401,C02B,C04A,N
1402,C02C,C04A,N
1403,C02C,C04A,Y
1404,C02A,C04A,N
1405,C02D,C04B,N
1406,C02C,C04B,Y
1407,C02A,C04B,N
1408,C02B,C04A,Y
1409,C02A,C04A,N
1410,C02C,C04A,N
1411,C02C,C04B,N
1412,C02B,C04B,N
1413,C02C,C04A,N
1414,C02A,C04A,Y
1415,C02C,C04A,Y
1416,C02C,C04B,N
1417,C02D,C04B,N
1418,C02C,C04B,N
1419,C02B,C04B,N
1420,C02D,C04B,N
1421,C02B,C04A,N
1422,C02C,C04A,N
1423,C02B,C04B,Y
1424,C02A,C04A,Y
1425,C02C,C04B,Y
1426,C02A,C04A,N
1427,C02B,C04A,N
1428,C02B,C04A,N
1429,C02B,C04B,N
1430,C02B,C04A,N
1431,C02C,C04A,N
1432,C02D,C04A,N
1433,C02B,C04A,N
1434,C02D,C04B,N
1435,C02A,C04A,N
1436,C02B,C04A,N
1437,C02D,C04A,N
1438,C02C,C04A,N
1439,C02C,C04B,N
1440,C02B,C04B,N
1441,C02B,C04A,Y
1442,C02D,C04A,N
1443,C02A,C04A,N
1444,C02D,C04A,N
1445,C02B,C04B,N
1446,C02A,C04A,N
1447,C02B,C04A,N
1448,C02D,C04B,N
1449,C02B,C04A,N
1450,C02A,C04A,Y
1451,C02A,C04B,Y
1452,C02D,C04A,N
1453,C02C,C04A,N
1454,C02C,C04B,N
1455,C02C,C04B,N
1456,C02C,C04B,N
1457,C02D,C04B,N
1458,C02B,C04B,Y
1459,C02A,C04A,Y
1460,C02D,C04B,N
1461,C02D,C04B,N
1462,C02D,C04B,N
1463,C02B,C04A,Y
1464,C02B,C04B,N
1465,C02C,C04A,N
1466,C02A,C04B,Y
1467,C02C,C04A,N
1468,C02C,C04B,Y
1469,C02B,C04B,Y
1470,C02C,C04B,N
1471,C02B,C04B,N
1472,C02C,C04B,N
1473,C02B,C04B,N
1474,C02C,C04B,Y
1475,C02D,C04B,Y
1476,C02C,C04A,N
1477,C02C,C04A,N
1478,C02B,C04A,Y
1479,C02A,C04B,N
1480,C02B,C04A,Y
1481,C02D,C04A,N
1482,C02D,C04A,N
1483,C02A,C04B,N
1484,C02B,C04B,Y
1485,C02B,C04A,Y
1486,C02C,C04A,N
1487,C02C,C04B,N
1488,C02A,C04A,N
1489,C02C,C04A,N
1490,C02B,C04B,N
1491,C02B,C04A,N
1492,C02B,C04A,N
1493,C02D,C04A,N
1494,C02D,C04A,N
1495,C02C,C04B,N
1496,C02D,C04B,N
1497,C02B,C04B,N
1498,C02A,C04B,N
1499,C02A,C04A,N
1500,C02C,C04B,Y
1501,C02D,C04A,N
1502,C02D,C04A,N
1503,C02A,C04A,N
1504,C02A,C04A,N
1505,C02D,C04A,N
1506,C02D,C04B,N
1507,C02D,C04A,N
1508,C02A,C04B,Y
1509,C02C,C04B,N
1510,C02C,C04B,N
1511,C02B,C04B,N
1512,C02B,C04B,N
1513,C02B,C04A,N
1514,C02D,C04B,N
1515,C02B,C04A,N
1516,C02B,C04B,Y
1517,C02A,C04B,N
1518,C02B,C04B,N
1519,C02B,C04B,N
1520,C02A,C04A,N
1521,C02A,C04A,N
1522,C02B,C04B,N
1523,C02B,C04A,N
1524,C02B,C04A,N
1525,C02B,C04A,N
1526,C02A,C04A,N
1527,C02B,C04A,Y
1528,C02A,C04A,N
1529,C02C,C04B,N
1530,C02C,C04A,N
1531,C02B,C04B,N
1532,C02B,C04A,N
1533,C02C,C04B,N
1534,C02C,C04B,N
1535,C02C,C04B,N
1536,C02C,C04A,N
1537,C02C,C04B,N
1538,C02D,C04B,Y
1539,C02C,C04B,N
1540,C02B,C04B,N
1541,C02B,C04B,N
1542,C02B,C04B,N
1543,C02D,C04B,N
1544,C02C,C04B,N
1545,C02B,C04B,N
1546,C02A,C04B,Y
1547,C02A,C04A,N
1548,C02C,C04B,Y
1549,C02D,C04B,Y
1550,C02A,C04B,N
1551,C02C,C04B,N
1552,C02B,C04A,N
1553,C02B,C04B,N
1554,C02C,C04B,N
1555,C02D,C04A,Y
1556,C02C,C04B,N
1557,C02B,C04A,Y
1558,C02B,C04A,Y
1559,C02A,C04A,N
1560,C02A,C04A,N
1561,C02A,C04A,Y
1562,C02C,C04B,N
1563,C02B,C04B,Y
1564,C02B,C04B,N
1565,C02A,C04A,Y
1566,C02C,C04B,N
1567,C02B,C04B,N
1568,C02C,C04B,N
1569,C02B,C04A,N
1570,C02C,C04B,N
1571,C02D,C04A,N
1572,C02B,C04B,N
1573,C02A,C04A,Y
1574,C02C,C04B,N
1575,C02A,C04B,Y
1576,C02C,C04B,N
1577,C02B,C04B,Y
1578,C02D,C04A,N
1579,C02B,C04B,N
1580,C02B,C04B,N
1581,C02A,C04A,N
1582,C02C,C04B,N
1583,C02B,C04B,N
1584,C02C,C04B,Y
1585,C02B,C04B,N
1586,C02D,C04A,N
1587,C02C,C04A,Y
1588,C02D,C04A,N
1589,C02B,C04B,N
1590,C02B,C04A,N
1591,C02D,C04A,N
1592,C02D,C04A,N
1593,C02B,C04B,N
1594,C02D,C04A,N
1595,C02C,C04A,N
1596,C02B,C04A,N
1597,C02B,C04B,N
1598,C02B,C04A,N
1599,C02B,C04B,Y
1600,C02D,C04B,N
1601,C02A,C04B,N
1602,C02D,C04A,N
1603,C02C,C04A,N
1604,C02B,C04A,Y
1605,C02D,C04A,N
1606,C02C,C04B,N
1607,C02B,C04B,N
1608,C02B,C04A,N
1609,C02C,C04B,N
1610,C02A,C04B,N
1611,C02C,C04B,Y
1612,C02C,C04B,N
1613,C02D,C04A,N
1614,C02D,C04A,Y
1615,C02B,C04A,N
1616,C02D,C04B,N
1617,C02A,C04A,N
1618,C02B,C04B,N
1619,C02A,C04B,N
1620,C02A,C04A,N
1621,C02C,C04A,N
1622,C02C,C04B,N
1623,C02D,C04A,Y
1624,C02B,C04A,N
1625,C02B,C04B,Y
1626,C02A,C04B,N
1627,C02B,C04A,N
1628,C02B,C04B,N
1629,C02A,C04A,N
1630,C02B,C04B,Y
1631,C02A,C04A,N
1632,C02D,C04B,N
1633,C02C,C04B,N
1634,C02C,C04B,N
1635,C02D,C04B,N
1636,C02B,C04A,N
1637,C02D,C04B,N
1638,C02B,C04B,N
1639,C02D,C04A,Y
1640,C02C,C04A,N
1641,C02B,C04A,N
1642,C02C,C04B,N
1643,C02A,C04A,N
1644,C02B,C04B,N
1645,C02A,C04A,N
1646,C02D,C04A,N
1647,C02A,C04B,N
1648,C02C,C04B,N
1649,C02B,C04B,Y
1650,C02A,C04B,N
1651,C02B,C04B,N
1652,C02C,C04B,N
1653,C02C,C04B,N
1654,C02C,C04B,N
1655,C02A,C04B,N
1656,C02B,C04A,N
1657,C02B,C04A,Y
1658,C02B,C04B,N
1659,C02D,C04B,N
1660,C02A,C04A,N
1661,C02B,C04A,N
1662,C02C,C04B,N
1663,C02B,C04A,N
1664,C02B,C04B,Y
1665,C02A,C04B,N
1666,C02B,C04B,N
1667,C02B,C04B,N
1668,C02C,C04B,Y
1669,C02A,C04B,Y
1670,C02D,C04B,N
1671,C02C,C04B,Y
1672,C02C,C04B,N
1673,C02D,C04B,N
1674,C02A,C04A,N
1675,C02C,C04A,N
1676,C02B,C04A,N
1677,C02A,C04A,N
1678,C02B,C04B,N
1679,C02A,C04A,N
1680,C02B,C04A,Y
1681,C02B,C04B,N
1682,C02C,C04B,Y
1683,C02B,C04B,N
1684,C02C,C04B,N
1685,C02B,C04B,N
1686,C02B,C04B,Y
1687,C02B,C04B,Y
1688,C02B,C04B,N
1689,C02B,C04A,N
1690,C02D,C04A,N
1691,C02C,C04A,N
1692,C02A,C04A,N
1693,C02B,C04A,N
1694,C02D,C04A,N
1695,C02C,C04A,N
1696,C02D,C04B,N
1697,C02B,C04A,N
1698,C02B,C04B,N
1699,C02B,C04A,N
1700,C02A,C04A,N
1701,C02B,C04A,N
1702,C02D,C04A,N
1703,C02D,C04B,N
1704,C02B,C04A,N
1705,C02B,C04A,N
1706,C02A,C04B,N
1707,C02B,C04B,N
1708,C02B,C04A,N
1709,C02C,C04A,N
1710,C02C,C04A,N
1711,C02A,C04A,Y
1712,C02C,C04A,N
1713,C02C,C04B,N
1714,C02C,C04A,N
1715,C02B,C04B,Y
1716,C02C,C04B,N
1717,C02C,C04A,N
1718,C02A,C04B,Y
1719,C02B,C04B,N
1720,C02B,C04A,N
1721,C02A,C04A,N
1722,C02C,C04A,N
1723,C02D,C04B,Y
1724,C02C,C04B,Y
1725,C02C,C04B,N
1726,C02C,C04B,N
1727,C02C,C04B,N
1728,C02D,C04A,Y
1729,C02B,C04B,N
1730,C02C,C04B,N
1731,C02A,C04A,Y
1732,C02C,C04A,N
1733,C02C,C04B,N
1734,C02C,C04B,N
1735,C02B,C04B,N
1736,C02C,C04A,N
1737,C02D,C04A,N
1738,C02D,C04B,N
1739,C02D,C04A,N
1740,C02B,C04A,N
1741,C02C,C04A,N
1742,C02C,C04A,Y
1743,C02B,C04B,N
1744,C02C,C04A,N
1745,C02C,C04A,N
1746,C02C,C04A,N
1747,C02D,C04B,N
1748,C02A,C04A,N
1749,C02A,C04B,N
1750,C02B,C04A,N
1751,C02C,C04A,N
1752,C02B,C04B,N
1753,C02D,C04A,N
1754,C02A,C04B,N
1755,C02B,C04B,N
1756,C02C,C04B,Y
1757,C02B,C04A,Y
1758,C02D,C04B,Y
1759,C02D,C04B,N
1760,C02D,C04B,N
1761,C02B,C04B,N
1762,C02B,C04B,N
1763,C02C,C04A,N
1764,C02C,C04A,N
1765,C02D,C04A,N
1766,C02A,C04A,N
1767,C02C,C04A,N
1768,C02D,C04B,N
1769,C02B,C04B,N
1770,C02C,C04A,N
1771,C02D,C04B,N
1772,C02C,C04B,N
1773,C02C,C04B,N
1774,C02B,C04A,N
1775,C02A,C04B,N
1776,C02B,C04A,N
1777,C02C,C04A,N
1778,C02B,C04B,N
1779,C02B,C04A,N
1780,C02C,C04B,N
1781,C02B,C04B,N
1782,C02C,C04B,N
1783,C02C,C04B,N
1784,C02B,C04A,Y
1785,C02B,C04A,N
1786,C02C,C04A,N
1787,C02B,C04A,Y
1788,C02C,C04A,N
1789,C02B,C04A,Y
1790,C02D,C04A,Y
1791,C02A,C04A,N
1792,C02D,C04A,N
1793,C02D,C04B,N
1794,C02D,C04B,N
1795,C02C,C04B,N
1796,C02B,C04A,N
1797,C02C,C04A,N
1798,C02A,C04A,Y
1799,C02D,C04A,N
1800,C02B,C04B,N
1801,C02D,C04B,N
1802,C02B,C04B,N
1803,C02C,C04B,N
1804,C02B,C04A,N
1805,C02C,C04A,N
1806,C02D,C04B,N
1807,C02B,C04A,N
1808,C02D,C04B,N
1809,C02B,C04A,N
1810,C02A,C04A,Y
1811,C02C,C04B,N
1812,C02A,C04B,N
1813,C02D,C04A,N
1814,C02D,C04B,Y
1815,C02C,C04B,N
1816,C02C,C04B,N
1817,C02B,C04B,N
1818,C02A,C04A,Y
1819,C02B,C04A,N
1820,C02B,C04B,N
1821,C02C,C04A,N
1822,C02B,C04A,N
1823,C02D,C04B,N
1824,C02B,C04A,N
1825,C02D,C04B,N
1826,C02C,C04B,N
1827,C02B,C04A,N
1828,C02C,C04B,N
1829,C02B,C04B,N
1830,C02C,C04B,N
1831,C02A,C04B,Y
1832,C02A,C04B,N
1833,C02C,C04A,N
1834,C02C,C04B,N
1835,C02D,C04B,N
1836,C02C,C04B,N
1837,C02A,C04A,N
1838,C02B,C04A,Y
1839,C02C,C04B,N
1840,C02B,C04A,N
1841,C02A,C04A,N
1842,C02B,C04A,Y
1843,C02B,C04A,N
1844,C02A,C04B,N
1845,C02B,C04A,Y
1846,C02B,C04A,N
1847,C02B,C04A,N
1848,C02B,C04A,Y
1849,C02C,C04B,N
1850,C02C,C04A,Y
1851,C02D,C04A,N
1852,C02B,C04A,N
1853,C02D,C04A,N
1854,C02A,C04B,N
1855,C02C,C04B,Y
1856,C02B,C04B,Y
1857,C02A,C04A,N
1858,C02D,C04A,N
1859,C02A,C04B,N
1860,C02B,C04A,N
1861,C02D,C04A,N
1862,C02C,C04A,N
1863,C02D,C04B,Y
1864,C02A,C04B,N
1865,C02D,C04A,N
1866,C02B,C04A,N
1867,C02C,C04B,N
1868,C02C,C04A,N
1869,C02C,C04A,N
1870,C02B,C04B,Y
1871,C02B,C04A,N
1872,C02A,C04A,N
1873,C02A,C04B,N
1874,C02C,C04B,N
1875,C02D,C04A,N
1876,C02B,C04B,Y
1877,C02C,C04A,N
1878,C02C,C04B,Y
1879,C02D,C04A,N
1880,C02D,C04A,N
1881,C02B,C04B,N
1882,C02D,C04B,N
1883,C02C,C04B,N
1884,C02B,C04A,N
1885,C02C,C04A,N
1886,C02B,C04B,N
1887,C02C,C04B,N
1888,C02A,C04B,N
1889,C02B,C04B,N
1890,C02C,C04B,Y
1891,C02B,C04B,N
1892,C02B,C04B,N
1893,C02B,C04A,N
1894,C02A,C04A,N
1895,C02B,C04A,N
1896,C02C,C04A,N
1897,C02D,C04A,N
1898,C02B,C04B,N
1899,C02C,C04A,N
1900,C02C,C04A,N
1901,C02B,C04B,N
1902,C02B,C04A,N
1903,C02B,C04B,N
1904,C02A,C04A,N
1905,C02B,C04A,N
1906,C02C,C04B,N
1907,C02B,C04A,N
1908,C02B,C04B,N
1909,C02C,C04B,Y
1910,C02B,C04B,Y
1911,C02B,C04A,N
1912,C02B,C04B,Y
1913,C02C,C04A,N
1914,C02C,C04A,N
1915,C02B,C04A,N
1916,C02D,C04B,N
1917,C02B,C04A,N
1918,C02A,C04A,N
1919,C02C,C04B,Y
1920,C02C,C04B,N
1921,C02D,C04B,N
1922,C02B,C04A,N
1923,C02B,C04B,Y
1924,C02B,C04B,N
1925,C02C,C04B,N
1926,C02B,C04B,Y
1927,C02C,C04A,Y
1928,C02C,C04A,N
1929,C02A,C04B,Y
1930,C02B,C04B,N
1931,C02C,C04B,N
1932,C02B,C04B,N
1933,C02D,C04A,N
1934,C02D,C04B,N
1935,C02B,C04B,N
1936,C02A,C04B,N
1937,C02C,C04B,N
1938,C02C,C04A,N
1939,C02C,C04B,Y
1940,C02D,C04A,N
1941,C02B,C04B,N
1942,C02C,C04B,N
1943,C02A,C04B,N
1944,C02A,C04A,N
1945,C02C,C04A,N
1946,C02C,C04A,Y
1947,C02A,C04A,N
1948,C02D,C04B,N
1949,C02D,C04B,N
1950,C02D,C04A,N
1951,C02B,C04A,N
1952,C02C,C04B,N
1953,C02C,C04B,N
1954,C02C,C04B,Y
1955,C02B,C04A,N
1956,C02B,C04B,Y
1957,C02B,C04A,N
1958,C02C,C04B,N
1959,C02B,C04A,N
1960,C02D,C04A,N
1961,C02B,C04A,N
1962,C02C,C04A,N
1963,C02B,C04B,N
1964,C02C,C04B,Y
1965,C02C,C04A,Y
1966,C02C,C04A,N
1967,C02B,C04A,Y
1968,C02C,C04A,N
1969,C02C,C04A,Y
1970,C02D,C04A,N
1971,C02D,C04B,N
1972,C02C,C04A,N
1973,C02B,C04B,N
1974,C02B,C04B,Y
1975,C02D,C04A,N
1976,C02A,C04A,Y
1977,C02B,C04B,N
1978,C02C,C04A,Y
1979,C02C,C04A,N
1980,C02D,C04B,N
1981,C02B,C04B,N
1982,C02C,C04B,N
1983,C02C,C04A,Y
1984,C02B,C04B,N
1985,C02A,C04B,N
1986,C02A,C04A,N
1987,C02B,C04A,Y
1988,C02A,C04A,N
1989,C02D,C04A,N
1990,C02D,C04B,N
1991,C02D,C04B,N
1992,C02B,C04B,N
1993,C02C,C04B,N
1994,C02B,C04B,N
1995,C02C,C04A,N
1996,C02C,C04B,N
1997,C02B,C04A,N
1998,C02B,C04B,Y
1999,C02C,C04B,Y
2000,C02B,C04B,N
2001,C02B,C04B,Y
2002,C02A,C04B,N
2003,C02D,C04A,Y
2004,C02C,C04B,N
2005,C02A,C04B,N
2006,C02B,C04B,N
2007,C02C,C04A,Y
2008,C02A,C04B,N
2009,C02B,C04A,Y
2010,C02D,C04B,N
2011,C02C,C04A,Y
2012,C02B,C04A,N
2013,C02A,C04B,N
2014,C02B,C04A,N
2015,C02B,C04A,N
2016,C02B,C04B,N
2017,C02C,C04B,N
2018,C02D,C04A,N
2019,C02D,C04B,N
2020,C02C,C04B,Y
2021,C02D,C04B,N
2022,C02D,C04B,N
2023,C02B,C04A,Y
2024,C02B,C04B,Y
2025,C02C,C04A,N
2026,C02B,C04A,N
2027,C02A,C04B,Y
2028,C02C,C04B,N
2029,C02D,C04B,Y
2030,C02D,C04B,N
2031,C02A,C04B,N
2032,C02B,C04B,N
2033,C02A,C04B,N
2034,C02B,C04B,N
2035,C02C,C04B,N
2036,C02D,C04B,N
2037,C02C,C04A,Y
2038,C02C,C04A,N
2039,C02B,C04B,Y
2040,C02C,C04A,N
2041,C02A,C04B,N
2042,C02A,C04B,N
2043,C02C,C04A,N
2044,C02A,C04A,N
2045,C02B,C04A,N
2046,C02A,C04A,Y
2047,C02C,C04A,N
2048,C02C,C04B,N
2049,C02B,C04A,N
2050,C02D,C04B,Y
2051,C02C,C04B,Y
2052,C02B,C04B,Y
2053,C02A,C04B,N
2054,C02C,C04A,N
2055,C02C,C04A,Y
2056,C02B,C04A,N
2057,C02A,C04B,N
2058,C02B,C04A,N
2059,C02C,C04A,N
2060,C02C,C04B,N
2061,C02C,C04A,N
2062,C02B,C04B,N
2063,C02C,C04A,N
2064,C02A,C04A,Y
2065,C02B,C04A,N
2066,C02C,C04A,N
2067,C02C,C04B,Y
2068,C02B,C04B,Y
2069,C02C,C04B,Y
2070,C02C,C04B,N
2071,C02C,C04B,N
2072,C02B,C04A,N
2073,C02D,C04A,N
2074,C02C,C04A,N
2075,C02C,C04B,Y
2076,C02C,C04A,N
2077,C02D,C04B,N
2078,C02A,C04B,N
2079,C02C,C04A,N
2080,C02B,C04A,N
2081,C02C,C04B,N
2082,C02B,C04B,N
2083,C02B,C04A,N
2084,C02B,C04B,N
2085,C02C,C04B,N
2086,C02D,C04A,N
2087,C02B,C04A,N
2088,C02A,C04A,Y
2089,C02B,C04B,Y
2090,C02C,C04A,N
2091,C02B,C04B,N
2092,C02A,C04A,N
2093,C02D,C04A,N
2094,C02D,C04A,N
2095,C02A,C04B,N
2096,C02C,C04A,N
2097,C02B,C04A,N
2098,C02A,C04A,N
2099,C02D,C04A,N
2100,C02B,C04B,N
2101,C02C,C04A,N
2102,C02B,C04B,N
2103,C02B,C04A,N
2104,C02C,C04A,N
2105,C02A,C04B,N
2106,C02C,C04B,N
2107,C02B,C04A,Y
2108,C02A,C04A,N
2109,C02B,C04B,N
2110,C02A,C04A,N
2111,C02C,C04A,N
2112,C02D,C04B,N
2113,C02C,C04A,N
2114,C02D,C04A,N
2115,C02B,C04A,N
2116,C02C,C04B,N
2117,C02B,C04A,N
2118,C02C,C04A,N
2119,C02C,C04B,Y
2120,C02B,C04B,Y
2121,C02B,C04A,N
2122,C02C,C04A,N
2123,C02D,C04A,N
2124,C02C,C04A,Y
2125,C02A,C04A,N
2126,C02A,C04B,N
2127,C02D,C04B,N
2128,C02C,C04A,N
2129,C02D,C04B,N
2130,C02C,C04A,N
2131,C02B,C04A,N
2132,C02C,C04A,N
2133,C02A,C04B,N
2134,C02A,C04B,N
2135,C02C,C04A,N
2136,C02D,C04B,N
2137,C02B,C04A,N
2138,C02A,C04B,Y
2139,C02B,C04B,N
2140,C02D,C04B,N
2141,C02A,C04B,N
2142,C02D,C04A,N
2143,C02C,C04A,N
2144,C02D,C04A,N
2145,C02B,C04A,N
2146,C02B,C04B,N
2147,C02B,C04B,N
2148,C02D,C04B,N
2149,C02D,C04A,N
2150,C02B,C04A,N
2151,C02C,C04B,N
2152,C02C,C04A,N
2153,C02C,C04A,N
2154,C02A,C04A,N
2155,C02C,C04B,N
2156,C02D,C04B,N
2157,C02B,C04A,Y
2158,C02A,C04B,N
2159,C02A,C04A,N
2160,C02C,C04A,N
2161,C02C,C04B,N
2162,C02D,C04B,N
2163,C02C,C04B,N
2164,C02D,C04A,N
2165,C02A,C04A,Y
2166,C02B,C04A,N
2167,C02B,C04B,N
2168,C02A,C04A,Y
2169,C02C,C04B,N
2170,C02B,C04A,Y
2171,C02A,C04A,Y
2172,C02B,C04B,N
2173,C02C,C04A,Y
2174,C02A,C04B,N
2175,C02B,C04B,Y
2176,C02B,C04B,N
2177,C02C,C04A,Y
2178,C02D,C04B,N
2179,C02C,C04A,N
2180,C02A,C04A,N
2181,C02A,C04A,N
2182,C02A,C04B,N
2183,C02A,C04B,N
2184,C02B,C04A,Y
2185,C02C,C04B,N
2186,C02B,C04B,Y
2187,C02C,C04B,N
2188,C02B,C04B,N
2189,C02A,C04A,N
2190,C02C,C04B,N
2191,C02D,C04A,N
2192,C02A,C04A,N
2193,C02B,C04A,Y
2194,C02C,C04B,N
2195,C02B,C04B,Y
2196,C02C,C04B,N
